InstanceID,FromNode,ToNode,Distance,Demand,Capacity
10_7,0,4,79.0,0.0,10000.0
10_7,0,5,78.0,0.0,10000.0
10_7,0,6,69.0,0.0,10000.0
10_7,0,7,54.0,0.0,10000.0
10_7,0,8,57.0,0.0,10000.0
10_7,0,9,86.0,0.0,10000.0
10_7,0,10,86.0,0.0,10000.0
10_7,1,0,67.0,186.0,10000.0
10_7,1,2,98.0,186.0,10000.0
10_7,1,3,61.0,186.0,10000.0
10_7,1,4,74.0,186.0,10000.0
10_7,1,5,73.0,186.0,10000.0
10_7,1,6,61.0,186.0,10000.0
10_7,1,7,84.0,186.0,10000.0
10_7,1,8,57.0,186.0,10000.0
10_7,1,9,55.0,186.0,10000.0
10_7,1,10,77.0,186.0,10000.0
10_7,2,0,69.0,79.0,10000.0
10_7,2,1,69.0,79.0,10000.0
10_7,2,3,90.0,79.0,10000.0
10_7,2,4,55.0,79.0,10000.0
10_7,2,5,86.0,79.0,10000.0
10_7,2,6,62.0,79.0,10000.0
10_7,2,7,50.0,79.0,10000.0
10_7,2,8,54.0,79.0,10000.0
10_7,2,9,80.0,79.0,10000.0
10_7,2,10,91.0,79.0,10000.0
10_7,3,0,93.0,183.0,10000.0
10_7,3,1,99.0,183.0,10000.0
10_7,3,2,78.0,183.0,10000.0
10_7,3,4,71.0,183.0,10000.0
10_7,3,5,93.0,183.0,10000.0
10_7,3,6,74.0,183.0,10000.0
10_7,3,7,55.0,183.0,10000.0
10_7,3,8,66.0,183.0,10000.0
10_7,3,9,71.0,183.0,10000.0
10_7,3,10,85.0,183.0,10000.0
10_7,4,0,69.0,68.0,10000.0
10_7,4,1,78.0,68.0,10000.0
10_7,4,2,90.0,68.0,10000.0
10_7,4,3,84.0,68.0,10000.0
10_7,4,5,73.0,68.0,10000.0
10_7,4,6,98.0,68.0,10000.0
10_7,4,7,78.0,68.0,10000.0
10_7,4,8,69.0,68.0,10000.0
10_7,4,9,67.0,68.0,10000.0
10_7,4,10,50.0,68.0,10000.0
10_7,5,0,83.0,123.0,10000.0
10_7,5,1,57.0,123.0,10000.0
10_7,5,2,90.0,123.0,10000.0
10_7,5,3,58.0,123.0,10000.0
10_7,5,4,59.0,123.0,10000.0
10_7,5,6,93.0,123.0,10000.0
10_7,5,7,75.0,123.0,10000.0
10_7,5,8,55.0,123.0,10000.0
10_7,5,9,57.0,123.0,10000.0
10_7,5,10,89.0,123.0,10000.0
10_7,6,0,84.0,192.0,10000.0
10_7,6,1,84.0,192.0,10000.0
10_7,6,2,82.0,192.0,10000.0
10_7,6,3,79.0,192.0,10000.0
10_7,6,4,51.0,192.0,10000.0
10_7,6,5,72.0,192.0,10000.0
10_7,6,7,66.0,192.0,10000.0
10_7,6,8,64.0,192.0,10000.0
10_7,6,9,91.0,192.0,10000.0
10_7,6,10,69.0,192.0,10000.0
10_7,7,0,65.0,133.0,10000.0
10_7,7,1,59.0,133.0,10000.0
10_7,7,2,64.0,133.0,10000.0
10_7,7,3,87.0,133.0,10000.0
10_7,7,4,57.0,133.0,10000.0
10_7,7,5,97.0,133.0,10000.0
10_7,7,6,97.0,133.0,10000.0
10_7,7,8,63.0,133.0,10000.0
10_7,7,9,86.0,133.0,10000.0
10_7,7,10,96.0,133.0,10000.0
10_7,8,0,50.0,99.0,10000.0
10_7,8,1,63.0,99.0,10000.0
10_7,8,2,88.0,99.0,10000.0
10_7,8,3,63.0,99.0,10000.0
10_7,8,4,64.0,99.0,10000.0
10_7,8,5,80.0,99.0,10000.0
10_7,8,6,98.0,99.0,10000.0
10_7,8,7,87.0,99.0,10000.0
10_7,8,9,83.0,99.0,10000.0
10_7,8,10,78.0,99.0,10000.0
10_7,9,0,98.0,140.0,10000.0
10_7,9,1,80.0,140.0,10000.0
10_7,9,2,56.0,140.0,10000.0
10_7,9,3,56.0,140.0,10000.0
10_7,9,4,81.0,140.0,10000.0
10_7,9,5,97.0,140.0,10000.0
10_7,9,6,66.0,140.0,10000.0
10_7,9,7,54.0,140.0,10000.0
10_7,9,8,58.0,140.0,10000.0
10_7,9,10,60.0,140.0,10000.0
10_7,10,0,61.0,111.0,10000.0
10_7,10,1,91.0,111.0,10000.0
10_7,10,2,91.0,111.0,10000.0
10_7,10,3,69.0,111.0,10000.0
10_7,10,4,51.0,111.0,10000.0
10_7,10,5,58.0,111.0,10000.0
10_7,10,6,77.0,111.0,10000.0
10_7,10,7,64.0,111.0,10000.0
10_7,10,8,93.0,111.0,10000.0
10_7,10,9,60.0,111.0,10000.0
10_8,0,1,70.0,0.0,10000.0
10_8,0,2,57.0,0.0,10000.0
10_8,0,3,81.0,0.0,10000.0
10_8,0,4,71.0,0.0,10000.0
10_8,0,5,52.0,0.0,10000.0
10_8,0,6,98.0,0.0,10000.0
10_8,0,7,53.0,0.0,10000.0
10_8,0,8,73.0,0.0,10000.0
10_8,0,9,96.0,0.0,10000.0
10_8,0,10,64.0,0.0,10000.0
10_8,1,0,52.0,166.0,10000.0
10_8,1,2,68.0,166.0,10000.0
10_8,1,3,66.0,166.0,10000.0
10_8,1,4,90.0,166.0,10000.0
10_8,1,5,95.0,166.0,10000.0
10_8,1,6,70.0,166.0,10000.0
10_8,1,7,65.0,166.0,10000.0
10_8,1,8,83.0,166.0,10000.0
10_8,1,9,69.0,166.0,10000.0
10_8,1,10,58.0,166.0,10000.0
10_8,2,0,50.0,103.0,10000.0
10_8,2,1,64.0,103.0,10000.0
10_8,2,3,56.0,103.0,10000.0
10_8,2,4,84.0,103.0,10000.0
10_8,2,5,68.0,103.0,10000.0
10_8,2,6,75.0,103.0,10000.0
10_8,2,7,84.0,103.0,10000.0
10_8,2,8,90.0,103.0,10000.0
10_8,2,9,61.0,103.0,10000.0
10_8,2,10,99.0,103.0,10000.0
10_8,3,0,59.0,119.0,10000.0
10_8,3,1,71.0,119.0,10000.0
10_8,3,2,85.0,119.0,10000.0
10_8,3,4,50.0,119.0,10000.0
10_8,3,5,80.0,119.0,10000.0
10_8,3,6,59.0,119.0,10000.0
10_8,3,7,75.0,119.0,10000.0
10_8,3,8,54.0,119.0,10000.0
10_8,3,9,95.0,119.0,10000.0
10_8,3,10,80.0,119.0,10000.0
10_8,4,0,54.0,65.0,10000.0
10_8,4,1,69.0,65.0,10000.0
10_8,4,2,50.0,65.0,10000.0
10_8,4,3,57.0,65.0,10000.0
10_8,4,5,55.0,65.0,10000.0
10_8,4,6,64.0,65.0,10000.0
10_8,4,7,53.0,65.0,10000.0
10_8,4,8,95.0,65.0,10000.0
10_8,4,9,66.0,65.0,10000.0
10_8,4,10,92.0,65.0,10000.0
10_8,5,0,78.0,71.0,10000.0
10_8,5,1,59.0,71.0,10000.0
10_8,5,2,93.0,71.0,10000.0
10_8,5,3,56.0,71.0,10000.0
10_8,5,4,51.0,71.0,10000.0
10_8,5,6,86.0,71.0,10000.0
10_8,5,7,73.0,71.0,10000.0
10_8,5,8,59.0,71.0,10000.0
10_8,5,9,93.0,71.0,10000.0
10_8,5,10,54.0,71.0,10000.0
10_8,6,0,68.0,98.0,10000.0
10_8,6,1,66.0,98.0,10000.0
10_8,6,2,92.0,98.0,10000.0
10_8,6,3,79.0,98.0,10000.0
10_8,6,4,83.0,98.0,10000.0
10_8,6,5,71.0,98.0,10000.0
10_8,6,7,82.0,98.0,10000.0
10_8,6,8,97.0,98.0,10000.0
10_8,6,9,55.0,98.0,10000.0
10_8,6,10,63.0,98.0,10000.0
10_8,7,0,51.0,58.0,10000.0
10_8,7,1,69.0,58.0,10000.0
10_8,7,2,73.0,58.0,10000.0
10_8,7,3,56.0,58.0,10000.0
10_8,7,4,63.0,58.0,10000.0
10_8,7,5,56.0,58.0,10000.0
10_8,7,6,93.0,58.0,10000.0
10_8,7,8,67.0,58.0,10000.0
10_8,7,9,97.0,58.0,10000.0
10_8,7,10,52.0,58.0,10000.0
10_8,8,0,87.0,96.0,10000.0
10_8,8,1,50.0,96.0,10000.0
10_8,8,2,89.0,96.0,10000.0
10_8,8,3,70.0,96.0,10000.0
10_8,8,4,95.0,96.0,10000.0
10_8,8,5,50.0,96.0,10000.0
10_8,8,6,56.0,96.0,10000.0
10_8,8,7,99.0,96.0,10000.0
10_8,8,9,59.0,96.0,10000.0
10_8,8,10,68.0,96.0,10000.0
10_8,9,0,54.0,108.0,10000.0
10_8,9,1,85.0,108.0,10000.0
10_8,9,2,54.0,108.0,10000.0
10_8,9,3,76.0,108.0,10000.0
10_8,9,4,56.0,108.0,10000.0
10_8,9,5,92.0,108.0,10000.0
10_8,9,6,75.0,108.0,10000.0
10_8,9,7,53.0,108.0,10000.0
10_8,9,8,94.0,108.0,10000.0
10_8,9,10,97.0,108.0,10000.0
10_8,10,0,83.0,175.0,10000.0
10_8,10,1,63.0,175.0,10000.0
10_8,10,2,55.0,175.0,10000.0
10_8,10,3,56.0,175.0,10000.0
10_8,10,4,51.0,175.0,10000.0
10_8,10,5,62.0,175.0,10000.0
10_8,10,6,66.0,175.0,10000.0
10_8,10,7,60.0,175.0,10000.0
10_8,10,8,70.0,175.0,10000.0
10_8,10,9,60.0,175.0,10000.0
10_9,0,1,85.0,0.0,10000.0
10_9,0,2,93.0,0.0,10000.0
10_9,0,3,60.0,0.0,10000.0
10_9,0,4,91.0,0.0,10000.0
10_9,0,5,51.0,0.0,10000.0
10_9,0,6,79.0,0.0,10000.0
10_9,0,7,55.0,0.0,10000.0
10_9,0,8,77.0,0.0,10000.0
10_9,0,9,59.0,0.0,10000.0
10_9,0,10,53.0,0.0,10000.0
10_9,1,0,54.0,97.0,10000.0
10_9,1,2,83.0,97.0,10000.0
10_9,1,3,61.0,97.0,10000.0
10_9,1,4,65.0,97.0,10000.0
10_9,1,5,70.0,97.0,10000.0
10_9,1,6,55.0,97.0,10000.0
10_9,1,7,98.0,97.0,10000.0
10_9,1,8,63.0,97.0,10000.0
10_9,1,9,68.0,97.0,10000.0
10_9,1,10,71.0,97.0,10000.0
10_9,2,0,74.0,74.0,10000.0
10_9,2,1,52.0,74.0,10000.0
10_9,2,3,58.0,74.0,10000.0
10_9,2,4,81.0,74.0,10000.0
10_9,2,5,66.0,74.0,10000.0
10_9,2,6,82.0,74.0,10000.0
10_9,2,7,56.0,74.0,10000.0
10_9,2,8,85.0,74.0,10000.0
10_9,2,9,55.0,74.0,10000.0
10_9,2,10,63.0,74.0,10000.0
10_9,3,0,98.0,129.0,10000.0
10_9,3,1,99.0,129.0,10000.0
10_9,3,2,51.0,129.0,10000.0
10_9,3,4,88.0,129.0,10000.0
10_9,3,5,83.0,129.0,10000.0
10_9,3,6,86.0,129.0,10000.0
10_9,3,7,56.0,129.0,10000.0
10_9,3,8,96.0,129.0,10000.0
10_9,3,9,51.0,129.0,10000.0
10_9,3,10,71.0,129.0,10000.0
10_9,4,0,84.0,119.0,10000.0
10_9,4,1,61.0,119.0,10000.0
10_9,4,2,77.0,119.0,10000.0
10_9,4,3,84.0,119.0,10000.0
10_9,4,5,67.0,119.0,10000.0
10_9,4,6,50.0,119.0,10000.0
10_9,4,7,82.0,119.0,10000.0
10_9,4,8,87.0,119.0,10000.0
10_9,4,9,85.0,119.0,10000.0
10_9,4,10,79.0,119.0,10000.0
10_9,5,0,94.0,186.0,10000.0
10_9,5,1,82.0,186.0,10000.0
10_9,5,2,88.0,186.0,10000.0
10_9,5,3,94.0,186.0,10000.0
10_9,5,4,98.0,186.0,10000.0
10_9,5,6,59.0,186.0,10000.0
10_9,5,7,51.0,186.0,10000.0
10_9,5,8,73.0,186.0,10000.0
10_9,5,9,82.0,186.0,10000.0
10_9,5,10,52.0,186.0,10000.0
10_9,6,0,62.0,94.0,10000.0
10_9,6,1,69.0,94.0,10000.0
10_9,6,2,90.0,94.0,10000.0
10_9,6,3,71.0,94.0,10000.0
10_9,6,4,97.0,94.0,10000.0
10_9,6,5,86.0,94.0,10000.0
10_9,6,7,63.0,94.0,10000.0
10_9,6,8,87.0,94.0,10000.0
10_9,6,9,81.0,94.0,10000.0
10_9,6,10,51.0,94.0,10000.0
10_9,7,0,53.0,80.0,10000.0
10_9,7,1,54.0,80.0,10000.0
10_9,7,2,94.0,80.0,10000.0
10_9,7,3,71.0,80.0,10000.0
10_9,7,4,98.0,80.0,10000.0
10_9,7,5,71.0,80.0,10000.0
10_9,7,6,99.0,80.0,10000.0
10_9,7,8,94.0,80.0,10000.0
10_9,7,9,97.0,80.0,10000.0
10_9,7,10,95.0,80.0,10000.0
10_9,8,0,81.0,54.0,10000.0
10_9,8,1,57.0,54.0,10000.0
10_9,8,2,87.0,54.0,10000.0
10_9,8,3,66.0,54.0,10000.0
10_9,8,4,62.0,54.0,10000.0
10_9,8,5,70.0,54.0,10000.0
10_9,8,6,87.0,54.0,10000.0
10_9,8,7,74.0,54.0,10000.0
10_9,8,9,60.0,54.0,10000.0
10_9,8,10,55.0,54.0,10000.0
10_9,9,0,50.0,107.0,10000.0
10_9,9,1,89.0,107.0,10000.0
10_9,9,2,90.0,107.0,10000.0
10_9,9,3,57.0,107.0,10000.0
10_9,9,4,67.0,107.0,10000.0
10_9,9,5,66.0,107.0,10000.0
10_9,9,6,59.0,107.0,10000.0
10_9,9,7,87.0,107.0,10000.0
10_9,9,8,62.0,107.0,10000.0
10_9,9,10,61.0,107.0,10000.0
10_9,10,0,67.0,193.0,10000.0
10_9,10,1,69.0,193.0,10000.0
10_9,10,2,69.0,193.0,10000.0
10_9,10,3,70.0,193.0,10000.0
10_9,10,4,53.0,193.0,10000.0
10_9,10,5,58.0,193.0,10000.0
10_9,10,6,99.0,193.0,10000.0
10_9,10,7,89.0,193.0,10000.0
10_9,10,8,82.0,193.0,10000.0
10_9,10,9,90.0,193.0,10000.0
10_10,0,1,67.0,0.0,10000.0
10_10,0,2,61.0,0.0,10000.0
10_10,0,3,82.0,0.0,10000.0
10_10,0,4,97.0,0.0,10000.0
10_10,0,5,59.0,0.0,10000.0
10_10,0,6,77.0,0.0,10000.0
10_10,0,7,94.0,0.0,10000.0
10_10,0,8,55.0,0.0,10000.0
10_10,0,9,94.0,0.0,10000.0
10_10,0,10,57.0,0.0,10000.0
10_10,1,0,99.0,97.0,10000.0
10_10,1,2,54.0,97.0,10000.0
10_10,1,3,68.0,97.0,10000.0
10_10,1,4,68.0,97.0,10000.0
10_10,1,5,71.0,97.0,10000.0
10_10,1,6,91.0,97.0,10000.0
10_10,1,7,89.0,97.0,10000.0
10_10,1,8,87.0,97.0,10000.0
10_10,1,9,85.0,97.0,10000.0
10_10,1,10,51.0,97.0,10000.0
10_10,2,0,85.0,136.0,10000.0
10_10,2,1,55.0,136.0,10000.0
10_10,2,3,82.0,136.0,10000.0
10_10,2,4,76.0,136.0,10000.0
10_10,2,5,66.0,136.0,10000.0
10_10,2,6,65.0,136.0,10000.0
10_10,2,7,78.0,136.0,10000.0
10_10,2,8,96.0,136.0,10000.0
10_10,2,9,67.0,136.0,10000.0
10_10,2,10,57.0,136.0,10000.0
10_10,3,0,58.0,148.0,10000.0
10_10,3,1,81.0,148.0,10000.0
10_10,3,2,99.0,148.0,10000.0
10_10,3,4,99.0,148.0,10000.0
10_10,3,5,86.0,148.0,10000.0
10_10,3,6,73.0,148.0,10000.0
10_10,3,7,54.0,148.0,10000.0
10_10,3,8,99.0,148.0,10000.0
10_10,3,9,92.0,148.0,10000.0
10_10,3,10,61.0,148.0,10000.0
10_10,4,0,80.0,51.0,10000.0
10_10,4,1,69.0,51.0,10000.0
10_10,4,2,72.0,51.0,10000.0
10_10,4,3,86.0,51.0,10000.0
10_10,4,5,95.0,51.0,10000.0
10_10,4,6,85.0,51.0,10000.0
10_10,4,7,68.0,51.0,10000.0
10_10,4,8,73.0,51.0,10000.0
10_10,4,9,89.0,51.0,10000.0
10_10,4,10,92.0,51.0,10000.0
10_10,5,0,55.0,148.0,10000.0
10_10,5,1,58.0,148.0,10000.0
10_10,5,2,80.0,148.0,10000.0
10_10,5,3,81.0,148.0,10000.0
10_10,5,4,54.0,148.0,10000.0
10_10,5,6,69.0,148.0,10000.0
10_10,5,7,74.0,148.0,10000.0
10_10,5,8,60.0,148.0,10000.0
10_10,5,9,53.0,148.0,10000.0
10_10,5,10,77.0,148.0,10000.0
10_10,6,0,92.0,129.0,10000.0
10_10,6,1,54.0,129.0,10000.0
10_10,6,2,56.0,129.0,10000.0
10_10,6,3,75.0,129.0,10000.0
10_10,6,4,74.0,129.0,10000.0
10_10,6,5,95.0,129.0,10000.0
10_10,6,7,71.0,129.0,10000.0
10_10,6,8,61.0,129.0,10000.0
10_10,6,9,69.0,129.0,10000.0
10_10,6,10,76.0,129.0,10000.0
10_10,7,0,76.0,120.0,10000.0
10_10,7,1,97.0,120.0,10000.0
10_10,7,2,51.0,120.0,10000.0
10_10,7,3,84.0,120.0,10000.0
10_10,7,4,65.0,120.0,10000.0
10_10,7,5,59.0,120.0,10000.0
10_10,7,6,66.0,120.0,10000.0
10_10,7,8,70.0,120.0,10000.0
10_10,7,9,66.0,120.0,10000.0
10_10,7,10,53.0,120.0,10000.0
10_10,8,0,76.0,153.0,10000.0
10_10,8,1,99.0,153.0,10000.0
10_10,8,2,83.0,153.0,10000.0
10_10,8,3,59.0,153.0,10000.0
10_10,8,4,83.0,153.0,10000.0
10_10,8,5,73.0,153.0,10000.0
10_10,8,6,54.0,153.0,10000.0
10_10,8,7,83.0,153.0,10000.0
10_10,8,9,83.0,153.0,10000.0
10_10,8,10,70.0,153.0,10000.0
10_10,9,0,51.0,169.0,10000.0
10_10,9,1,76.0,169.0,10000.0
10_10,9,2,84.0,169.0,10000.0
10_10,9,3,74.0,169.0,10000.0
10_10,9,4,66.0,169.0,10000.0
10_10,9,5,64.0,169.0,10000.0
10_10,9,6,75.0,169.0,10000.0
10_10,9,7,78.0,169.0,10000.0
10_10,9,8,91.0,169.0,10000.0
10_10,9,10,57.0,169.0,10000.0
10_10,10,0,71.0,191.0,10000.0
10_10,10,1,73.0,191.0,10000.0
10_10,10,2,57.0,191.0,10000.0
10_10,10,3,56.0,191.0,10000.0
10_10,10,4,73.0,191.0,10000.0
10_10,10,5,59.0,191.0,10000.0
10_10,10,6,68.0,191.0,10000.0
10_10,10,7,90.0,191.0,10000.0
10_10,10,8,79.0,191.0,10000.0
10_10,10,9,51.0,191.0,10000.0
