InstanceID,FromNode,ToNode,Distance,Demand,Capacity
10_26,0,1,90.0,0.0,1000.0
10_26,0,2,57.0,0.0,1000.0
10_26,0,3,58.0,0.0,1000.0
10_26,0,4,75.0,0.0,1000.0
10_26,0,5,70.0,0.0,1000.0
10_26,0,6,57.0,0.0,1000.0
10_26,0,7,84.0,0.0,1000.0
10_26,0,8,90.0,0.0,1000.0
10_26,0,9,98.0,0.0,1000.0
10_26,0,10,78.0,0.0,1000.0
10_26,1,0,66.0,148.0,1000.0
10_26,1,2,62.0,148.0,1000.0
10_26,1,3,79.0,148.0,1000.0
10_26,1,4,73.0,148.0,1000.0
10_26,1,5,70.0,148.0,1000.0
10_26,1,6,87.0,148.0,1000.0
10_26,1,7,51.0,148.0,1000.0
10_26,1,8,84.0,148.0,1000.0
10_26,1,9,57.0,148.0,1000.0
10_26,1,10,55.0,148.0,1000.0
10_26,2,0,84.0,158.0,1000.0
10_26,2,1,64.0,158.0,1000.0
10_26,2,3,91.0,158.0,1000.0
10_26,2,4,65.0,158.0,1000.0
10_26,2,5,59.0,158.0,1000.0
10_26,2,6,54.0,158.0,1000.0
10_26,2,7,57.0,158.0,1000.0
10_26,2,8,54.0,158.0,1000.0
10_26,2,9,51.0,158.0,1000.0
10_26,2,10,73.0,158.0,1000.0
10_26,3,0,87.0,176.0,1000.0
10_26,3,1,57.0,176.0,1000.0
10_26,3,2,88.0,176.0,1000.0
10_26,3,4,97.0,176.0,1000.0
10_26,3,5,52.0,176.0,1000.0
10_26,3,6,89.0,176.0,1000.0
10_26,3,7,62.0,176.0,1000.0
10_26,3,8,54.0,176.0,1000.0
10_26,3,9,92.0,176.0,1000.0
10_26,3,10,51.0,176.0,1000.0
10_26,4,0,95.0,133.0,1000.0
10_26,4,1,63.0,133.0,1000.0
10_26,4,2,87.0,133.0,1000.0
10_26,4,3,74.0,133.0,1000.0
10_26,4,5,84.0,133.0,1000.0
10_26,4,6,95.0,133.0,1000.0
10_26,4,7,79.0,133.0,1000.0
10_26,4,8,82.0,133.0,1000.0
10_26,4,9,94.0,133.0,1000.0
10_26,4,10,64.0,133.0,1000.0
10_26,5,0,63.0,85.0,1000.0
10_26,5,1,56.0,85.0,1000.0
10_26,5,2,88.0,85.0,1000.0
10_26,5,3,60.0,85.0,1000.0
10_26,5,4,97.0,85.0,1000.0
10_26,5,6,83.0,85.0,1000.0
10_26,5,7,96.0,85.0,1000.0
10_26,5,8,92.0,85.0,1000.0
10_26,5,9,52.0,85.0,1000.0
10_26,5,10,67.0,85.0,1000.0
10_26,6,0,53.0,125.0,1000.0
10_26,6,1,92.0,125.0,1000.0
10_26,6,2,82.0,125.0,1000.0
10_26,6,3,58.0,125.0,1000.0
10_26,6,4,93.0,125.0,1000.0
10_26,6,5,70.0,125.0,1000.0
10_26,6,7,51.0,125.0,1000.0
10_26,6,8,57.0,125.0,1000.0
10_26,6,9,91.0,125.0,1000.0
10_26,6,10,89.0,125.0,1000.0
10_26,7,0,93.0,184.0,1000.0
10_26,7,1,99.0,184.0,1000.0
10_26,7,2,82.0,184.0,1000.0
10_26,7,3,93.0,184.0,1000.0
10_26,7,4,82.0,184.0,1000.0
10_26,7,5,99.0,184.0,1000.0
10_26,7,6,55.0,184.0,1000.0
10_26,7,8,80.0,184.0,1000.0
10_26,7,9,61.0,184.0,1000.0
10_26,7,10,93.0,184.0,1000.0
10_26,8,0,53.0,187.0,1000.0
10_26,8,1,71.0,187.0,1000.0
10_26,8,2,76.0,187.0,1000.0
10_26,8,3,79.0,187.0,1000.0
10_26,8,4,87.0,187.0,1000.0
10_26,8,5,60.0,187.0,1000.0
10_26,8,6,52.0,187.0,1000.0
10_26,8,7,73.0,187.0,1000.0
10_26,8,9,94.0,187.0,1000.0
10_26,8,10,60.0,187.0,1000.0
10_26,9,0,97.0,85.0,1000.0
10_26,9,1,64.0,85.0,1000.0
10_26,9,2,97.0,85.0,1000.0
10_26,9,3,52.0,85.0,1000.0
10_26,9,4,60.0,85.0,1000.0
10_26,9,5,87.0,85.0,1000.0
10_26,9,6,90.0,85.0,1000.0
10_26,9,7,50.0,85.0,1000.0
10_26,9,8,93.0,85.0,1000.0
10_26,9,10,66.0,85.0,1000.0
10_26,10,0,82.0,115.0,1000.0
10_26,10,1,50.0,115.0,1000.0
10_26,10,2,76.0,115.0,1000.0
10_26,10,3,83.0,115.0,1000.0
10_26,10,4,74.0,115.0,1000.0
10_26,10,5,95.0,115.0,1000.0
10_26,10,6,54.0,115.0,1000.0
10_26,10,7,55.0,115.0,1000.0
10_26,10,8,76.0,115.0,1000.0
10_26,10,9,82.0,115.0,1000.0
10_27,0,1,97.0,0.0,1000.0
10_27,0,2,89.0,0.0,1000.0
10_27,0,3,64.0,0.0,1000.0
10_27,0,4,59.0,0.0,1000.0
10_27,0,5,99.0,0.0,1000.0
10_27,0,6,94.0,0.0,1000.0
10_27,0,7,79.0,0.0,1000.0
10_27,0,8,68.0,0.0,1000.0
10_27,0,9,77.0,0.0,1000.0
10_27,0,10,80.0,0.0,1000.0
10_27,1,0,77.0,103.0,1000.0
10_27,1,2,73.0,103.0,1000.0
10_27,1,3,62.0,103.0,1000.0
10_27,1,4,71.0,103.0,1000.0
10_27,1,5,82.0,103.0,1000.0
10_27,1,6,53.0,103.0,1000.0
10_27,1,7,59.0,103.0,1000.0
10_27,1,8,93.0,103.0,1000.0
10_27,1,9,70.0,103.0,1000.0
10_27,1,10,90.0,103.0,1000.0
10_27,2,0,89.0,175.0,1000.0
10_27,2,1,62.0,175.0,1000.0
10_27,2,3,58.0,175.0,1000.0
10_27,2,4,96.0,175.0,1000.0
10_27,2,5,86.0,175.0,1000.0
10_27,2,6,51.0,175.0,1000.0
10_27,2,7,90.0,175.0,1000.0
10_27,2,8,75.0,175.0,1000.0
10_27,2,9,52.0,175.0,1000.0
10_27,2,10,65.0,175.0,1000.0
10_27,3,0,83.0,88.0,1000.0
10_27,3,1,93.0,88.0,1000.0
10_27,3,2,67.0,88.0,1000.0
10_27,3,4,82.0,88.0,1000.0
10_27,3,5,53.0,88.0,1000.0
10_27,3,6,99.0,88.0,1000.0
10_27,3,7,68.0,88.0,1000.0
10_27,3,8,56.0,88.0,1000.0
10_27,3,9,95.0,88.0,1000.0
10_27,3,10,52.0,88.0,1000.0
10_27,4,0,63.0,91.0,1000.0
10_27,4,1,93.0,91.0,1000.0
10_27,4,2,54.0,91.0,1000.0
10_27,4,3,86.0,91.0,1000.0
10_27,4,5,91.0,91.0,1000.0
10_27,4,6,56.0,91.0,1000.0
10_27,4,7,85.0,91.0,1000.0
10_27,4,8,86.0,91.0,1000.0
10_27,4,9,85.0,91.0,1000.0
10_27,4,10,75.0,91.0,1000.0
10_27,5,0,54.0,89.0,1000.0
10_27,5,1,73.0,89.0,1000.0
10_27,5,2,51.0,89.0,1000.0
10_27,5,3,80.0,89.0,1000.0
10_27,5,4,86.0,89.0,1000.0
10_27,5,6,63.0,89.0,1000.0
10_27,5,7,68.0,89.0,1000.0
10_27,5,8,79.0,89.0,1000.0
10_27,5,9,65.0,89.0,1000.0
10_27,5,10,71.0,89.0,1000.0
10_27,6,0,85.0,122.0,1000.0
10_27,6,1,91.0,122.0,1000.0
10_27,6,2,85.0,122.0,1000.0
10_27,6,3,67.0,122.0,1000.0
10_27,6,4,57.0,122.0,1000.0
10_27,6,5,89.0,122.0,1000.0
10_27,6,7,55.0,122.0,1000.0
10_27,6,8,56.0,122.0,1000.0
10_27,6,9,73.0,122.0,1000.0
10_27,6,10,97.0,122.0,1000.0
10_27,7,0,66.0,176.0,1000.0
10_27,7,1,88.0,176.0,1000.0
10_27,7,2,58.0,176.0,1000.0
10_27,7,3,84.0,176.0,1000.0
10_27,7,4,78.0,176.0,1000.0
10_27,7,5,99.0,176.0,1000.0
10_27,7,6,69.0,176.0,1000.0
10_27,7,8,91.0,176.0,1000.0
10_27,7,9,81.0,176.0,1000.0
10_27,7,10,65.0,176.0,1000.0
10_27,8,0,57.0,90.0,1000.0
10_27,8,1,53.0,90.0,1000.0
10_27,8,2,52.0,90.0,1000.0
10_27,8,3,89.0,90.0,1000.0
10_27,8,4,50.0,90.0,1000.0
10_27,8,5,67.0,90.0,1000.0
10_27,8,6,70.0,90.0,1000.0
10_27,8,7,53.0,90.0,1000.0
10_27,8,9,55.0,90.0,1000.0
10_27,8,10,68.0,90.0,1000.0
10_27,9,0,50.0,82.0,1000.0
10_27,9,1,89.0,82.0,1000.0
10_27,9,2,85.0,82.0,1000.0
10_27,9,3,69.0,82.0,1000.0
10_27,9,4,50.0,82.0,1000.0
10_27,9,5,77.0,82.0,1000.0
10_27,9,6,74.0,82.0,1000.0
10_27,9,7,67.0,82.0,1000.0
10_27,9,8,51.0,82.0,1000.0
10_27,9,10,99.0,82.0,1000.0
10_27,10,0,63.0,144.0,1000.0
10_27,10,1,60.0,144.0,1000.0
10_27,10,2,51.0,144.0,1000.0
10_27,10,3,54.0,144.0,1000.0
10_27,10,4,78.0,144.0,1000.0
10_27,10,5,71.0,144.0,1000.0
10_27,10,6,54.0,144.0,1000.0
10_27,10,7,97.0,144.0,1000.0
10_27,10,8,83.0,144.0,1000.0
10_27,10,9,55.0,144.0,1000.0
10_28,0,1,88.0,0.0,1000.0
10_28,0,2,90.0,0.0,1000.0
10_28,0,3,66.0,0.0,1000.0
10_28,0,4,69.0,0.0,1000.0
10_28,0,5,69.0,0.0,1000.0
10_28,0,6,59.0,0.0,1000.0
10_28,0,7,89.0,0.0,1000.0
10_28,0,8,75.0,0.0,1000.0
10_28,0,9,58.0,0.0,1000.0
10_28,0,10,96.0,0.0,1000.0
10_28,1,0,58.0,191.0,1000.0
10_28,1,2,67.0,191.0,1000.0
10_28,1,3,92.0,191.0,1000.0
10_28,1,4,76.0,191.0,1000.0
10_28,1,5,52.0,191.0,1000.0
10_28,1,6,83.0,191.0,1000.0
10_28,1,7,58.0,191.0,1000.0
10_28,1,8,83.0,191.0,1000.0
10_28,1,9,69.0,191.0,1000.0
10_28,1,10,61.0,191.0,1000.0
10_28,2,0,90.0,76.0,1000.0
10_28,2,1,51.0,76.0,1000.0
10_28,2,3,71.0,76.0,1000.0
10_28,2,4,60.0,76.0,1000.0
10_28,2,5,98.0,76.0,1000.0
10_28,2,6,98.0,76.0,1000.0
10_28,2,7,60.0,76.0,1000.0
10_28,2,8,67.0,76.0,1000.0
10_28,2,9,90.0,76.0,1000.0
10_28,2,10,64.0,76.0,1000.0
10_28,3,0,85.0,92.0,1000.0
10_28,3,1,81.0,92.0,1000.0
10_28,3,2,79.0,92.0,1000.0
10_28,3,4,58.0,92.0,1000.0
10_28,3,5,59.0,92.0,1000.0
10_28,3,6,90.0,92.0,1000.0
10_28,3,7,50.0,92.0,1000.0
10_28,3,8,70.0,92.0,1000.0
10_28,3,9,53.0,92.0,1000.0
10_28,3,10,55.0,92.0,1000.0
10_28,4,0,56.0,156.0,1000.0
10_28,4,1,71.0,156.0,1000.0
10_28,4,2,78.0,156.0,1000.0
10_28,4,3,50.0,156.0,1000.0
10_28,4,5,87.0,156.0,1000.0
10_28,4,6,76.0,156.0,1000.0
10_28,4,7,77.0,156.0,1000.0
10_28,4,8,57.0,156.0,1000.0
10_28,4,9,90.0,156.0,1000.0
10_28,4,10,52.0,156.0,1000.0
10_28,5,0,88.0,120.0,1000.0
10_28,5,1,86.0,120.0,1000.0
10_28,5,2,81.0,120.0,1000.0
10_28,5,3,90.0,120.0,1000.0
10_28,5,4,50.0,120.0,1000.0
10_28,5,6,90.0,120.0,1000.0
10_28,5,7,90.0,120.0,1000.0
10_28,5,8,89.0,120.0,1000.0
10_28,5,9,51.0,120.0,1000.0
10_28,5,10,66.0,120.0,1000.0
10_28,6,0,60.0,183.0,1000.0
10_28,6,1,56.0,183.0,1000.0
10_28,6,2,88.0,183.0,1000.0
10_28,6,3,75.0,183.0,1000.0
10_28,6,4,67.0,183.0,1000.0
10_28,6,5,63.0,183.0,1000.0
10_28,6,7,57.0,183.0,1000.0
10_28,6,8,52.0,183.0,1000.0
10_28,6,9,87.0,183.0,1000.0
10_28,6,10,68.0,183.0,1000.0
10_28,7,0,96.0,67.0,1000.0
10_28,7,1,89.0,67.0,1000.0
10_28,7,2,95.0,67.0,1000.0
10_28,7,3,92.0,67.0,1000.0
10_28,7,4,82.0,67.0,1000.0
10_28,7,5,87.0,67.0,1000.0
10_28,7,6,64.0,67.0,1000.0
10_28,7,8,55.0,67.0,1000.0
10_28,7,9,71.0,67.0,1000.0
10_28,7,10,80.0,67.0,1000.0
10_28,8,0,63.0,154.0,1000.0
10_28,8,1,90.0,154.0,1000.0
10_28,8,2,97.0,154.0,1000.0
10_28,8,3,88.0,154.0,1000.0
10_28,8,4,69.0,154.0,1000.0
10_28,8,5,58.0,154.0,1000.0
10_28,8,6,76.0,154.0,1000.0
10_28,8,7,71.0,154.0,1000.0
10_28,8,9,99.0,154.0,1000.0
10_28,8,10,54.0,154.0,1000.0
10_28,9,0,98.0,159.0,1000.0
10_28,9,1,87.0,159.0,1000.0
10_28,9,2,78.0,159.0,1000.0
10_28,9,3,50.0,159.0,1000.0
10_28,9,4,96.0,159.0,1000.0
10_28,9,5,83.0,159.0,1000.0
10_28,9,6,93.0,159.0,1000.0
10_28,9,7,88.0,159.0,1000.0
10_28,9,8,76.0,159.0,1000.0
10_28,9,10,84.0,159.0,1000.0
10_28,10,0,54.0,78.0,1000.0
10_28,10,1,73.0,78.0,1000.0
10_28,10,2,67.0,78.0,1000.0
10_28,10,3,85.0,78.0,1000.0
10_28,10,4,88.0,78.0,1000.0
10_28,10,5,86.0,78.0,1000.0
10_28,10,6,81.0,78.0,1000.0
10_28,10,7,80.0,78.0,1000.0
10_28,10,8,71.0,78.0,1000.0
10_28,10,9,80.0,78.0,1000.0
10_29,0,1,74.0,0.0,1000.0
10_29,0,2,63.0,0.0,1000.0
10_29,0,3,86.0,0.0,1000.0
10_29,0,4,73.0,0.0,1000.0
10_29,0,5,99.0,0.0,1000.0
10_29,0,6,53.0,0.0,1000.0
10_29,0,7,96.0,0.0,1000.0
10_29,0,8,62.0,0.0,1000.0
10_29,0,9,87.0,0.0,1000.0
10_29,0,10,87.0,0.0,1000.0
10_29,1,0,93.0,99.0,1000.0
10_29,1,2,72.0,99.0,1000.0
10_29,1,3,98.0,99.0,1000.0
10_29,1,4,54.0,99.0,1000.0
10_29,1,5,96.0,99.0,1000.0
10_29,1,6,67.0,99.0,1000.0
10_29,1,7,57.0,99.0,1000.0
10_29,1,8,66.0,99.0,1000.0
10_29,1,9,51.0,99.0,1000.0
10_29,1,10,94.0,99.0,1000.0
10_29,2,0,79.0,63.0,1000.0
10_29,2,1,82.0,63.0,1000.0
10_29,2,3,65.0,63.0,1000.0
10_29,2,4,76.0,63.0,1000.0
10_29,2,5,62.0,63.0,1000.0
10_29,2,6,59.0,63.0,1000.0
10_29,2,7,77.0,63.0,1000.0
10_29,2,8,99.0,63.0,1000.0
10_29,2,9,54.0,63.0,1000.0
10_29,2,10,53.0,63.0,1000.0
10_29,3,0,93.0,55.0,1000.0
10_29,3,1,70.0,55.0,1000.0
10_29,3,2,97.0,55.0,1000.0
10_29,3,4,54.0,55.0,1000.0
10_29,3,5,93.0,55.0,1000.0
10_29,3,6,63.0,55.0,1000.0
10_29,3,7,77.0,55.0,1000.0
10_29,3,8,91.0,55.0,1000.0
10_29,3,9,98.0,55.0,1000.0
10_29,3,10,89.0,55.0,1000.0
10_29,4,0,74.0,103.0,1000.0
10_29,4,1,75.0,103.0,1000.0
10_29,4,2,78.0,103.0,1000.0
10_29,4,3,50.0,103.0,1000.0
10_29,4,5,73.0,103.0,1000.0
10_29,4,6,87.0,103.0,1000.0
10_29,4,7,85.0,103.0,1000.0
10_29,4,8,76.0,103.0,1000.0
10_29,4,9,70.0,103.0,1000.0
10_29,4,10,64.0,103.0,1000.0
10_29,5,0,65.0,50.0,1000.0
10_29,5,1,76.0,50.0,1000.0
10_29,5,2,96.0,50.0,1000.0
10_29,5,3,99.0,50.0,1000.0
10_29,5,4,55.0,50.0,1000.0
10_29,5,6,53.0,50.0,1000.0
10_29,5,7,64.0,50.0,1000.0
10_29,5,8,80.0,50.0,1000.0
10_29,5,9,58.0,50.0,1000.0
10_29,5,10,97.0,50.0,1000.0
10_29,6,0,89.0,169.0,1000.0
10_29,6,1,82.0,169.0,1000.0
10_29,6,2,62.0,169.0,1000.0
10_29,6,3,59.0,169.0,1000.0
10_29,6,4,60.0,169.0,1000.0
10_29,6,5,98.0,169.0,1000.0
10_29,6,7,85.0,169.0,1000.0
10_29,6,8,99.0,169.0,1000.0
10_29,6,9,51.0,169.0,1000.0
10_29,6,10,67.0,169.0,1000.0
10_29,7,0,86.0,120.0,1000.0
10_29,7,1,61.0,120.0,1000.0
10_29,7,2,88.0,120.0,1000.0
10_29,7,3,65.0,120.0,1000.0
10_29,7,4,86.0,120.0,1000.0
10_29,7,5,54.0,120.0,1000.0
10_29,7,6,97.0,120.0,1000.0
10_29,7,8,72.0,120.0,1000.0
10_29,7,9,51.0,120.0,1000.0
10_29,7,10,99.0,120.0,1000.0
10_29,8,0,67.0,135.0,1000.0
10_29,8,1,95.0,135.0,1000.0
10_29,8,2,53.0,135.0,1000.0
10_29,8,3,53.0,135.0,1000.0
10_29,8,4,80.0,135.0,1000.0
10_29,8,5,80.0,135.0,1000.0
10_29,8,6,74.0,135.0,1000.0
10_29,8,7,51.0,135.0,1000.0
10_29,8,9,76.0,135.0,1000.0
10_29,8,10,57.0,135.0,1000.0
10_29,9,0,87.0,125.0,1000.0
10_29,9,1,88.0,125.0,1000.0
10_29,9,2,64.0,125.0,1000.0
10_29,9,3,94.0,125.0,1000.0
10_29,9,4,53.0,125.0,1000.0
10_29,9,5,76.0,125.0,1000.0
10_29,9,6,68.0,125.0,1000.0
10_29,9,7,64.0,125.0,1000.0
10_29,9,8,72.0,125.0,1000.0
10_29,9,10,76.0,125.0,1000.0
10_29,10,0,67.0,61.0,1000.0
10_29,10,1,94.0,61.0,1000.0
10_29,10,2,66.0,61.0,1000.0
10_29,10,3,88.0,61.0,1000.0
10_29,10,4,62.0,61.0,1000.0
10_29,10,5,69.0,61.0,1000.0
10_29,10,6,96.0,61.0,1000.0
10_29,10,7,64.0,61.0,1000.0
10_29,10,8,52.0,61.0,1000.0
10_29,10,9,81.0,61.0,1000.0
10_30,0,1,61.0,0.0,1000.0
10_30,0,2,89.0,0.0,1000.0
10_30,0,3,55.0,0.0,1000.0
10_30,0,4,61.0,0.0,1000.0
10_30,0,5,88.0,0.0,1000.0
10_30,0,6,76.0,0.0,1000.0
10_30,0,7,91.0,0.0,1000.0
10_30,0,8,63.0,0.0,1000.0
10_30,0,9,86.0,0.0,1000.0
10_30,0,10,69.0,0.0,1000.0
10_30,1,0,63.0,155.0,1000.0
10_30,1,2,90.0,155.0,1000.0
10_30,1,3,72.0,155.0,1000.0
10_30,1,4,72.0,155.0,1000.0
10_30,1,5,82.0,155.0,1000.0
10_30,1,6,98.0,155.0,1000.0
10_30,1,7,67.0,155.0,1000.0
10_30,1,8,89.0,155.0,1000.0
10_30,1,9,83.0,155.0,1000.0
10_30,1,10,70.0,155.0,1000.0
10_30,2,0,61.0,52.0,1000.0
10_30,2,1,92.0,52.0,1000.0
10_30,2,3,87.0,52.0,1000.0
10_30,2,4,92.0,52.0,1000.0
10_30,2,5,71.0,52.0,1000.0
10_30,2,6,80.0,52.0,1000.0
10_30,2,7,53.0,52.0,1000.0
10_30,2,8,91.0,52.0,1000.0
10_30,2,9,58.0,52.0,1000.0
10_30,2,10,61.0,52.0,1000.0
10_30,3,0,58.0,107.0,1000.0
10_30,3,1,59.0,107.0,1000.0
10_30,3,2,91.0,107.0,1000.0
10_30,3,4,89.0,107.0,1000.0
10_30,3,5,89.0,107.0,1000.0
10_30,3,6,99.0,107.0,1000.0
10_30,3,7,88.0,107.0,1000.0
10_30,3,8,88.0,107.0,1000.0
10_30,3,9,94.0,107.0,1000.0
10_30,3,10,89.0,107.0,1000.0
10_30,4,0,93.0,180.0,1000.0
10_30,4,1,92.0,180.0,1000.0
10_30,4,2,56.0,180.0,1000.0
10_30,4,3,65.0,180.0,1000.0
10_30,4,5,64.0,180.0,1000.0
10_30,4,6,65.0,180.0,1000.0
10_30,4,7,84.0,180.0,1000.0
10_30,4,8,59.0,180.0,1000.0
10_30,4,9,81.0,180.0,1000.0
10_30,4,10,66.0,180.0,1000.0
10_30,5,0,60.0,88.0,1000.0
10_30,5,1,75.0,88.0,1000.0
10_30,5,2,82.0,88.0,1000.0
10_30,5,3,87.0,88.0,1000.0
10_30,5,4,93.0,88.0,1000.0
10_30,5,6,58.0,88.0,1000.0
10_30,5,7,98.0,88.0,1000.0
10_30,5,8,53.0,88.0,1000.0
10_30,5,9,73.0,88.0,1000.0
10_30,5,10,54.0,88.0,1000.0
10_30,6,0,64.0,65.0,1000.0
10_30,6,1,80.0,65.0,1000.0
10_30,6,2,82.0,65.0,1000.0
10_30,6,3,53.0,65.0,1000.0
10_30,6,4,73.0,65.0,1000.0
10_30,6,5,76.0,65.0,1000.0
10_30,6,7,58.0,65.0,1000.0
10_30,6,8,50.0,65.0,1000.0
10_30,6,9,96.0,65.0,1000.0
10_30,6,10,76.0,65.0,1000.0
10_30,7,0,81.0,146.0,1000.0
10_30,7,1,96.0,146.0,1000.0
10_30,7,2,70.0,146.0,1000.0
10_30,7,3,55.0,146.0,1000.0
10_30,7,4,79.0,146.0,1000.0
10_30,7,5,72.0,146.0,1000.0
10_30,7,6,66.0,146.0,1000.0
10_30,7,8,83.0,146.0,1000.0
10_30,7,9,65.0,146.0,1000.0
10_30,7,10,69.0,146.0,1000.0
10_30,8,0,66.0,108.0,1000.0
10_30,8,1,63.0,108.0,1000.0
10_30,8,2,68.0,108.0,1000.0
10_30,8,3,58.0,108.0,1000.0
10_30,8,4,74.0,108.0,1000.0
10_30,8,5,96.0,108.0,1000.0
10_30,8,6,63.0,108.0,1000.0
10_30,8,7,70.0,108.0,1000.0
10_30,8,9,91.0,108.0,1000.0
10_30,8,10,83.0,108.0,1000.0
10_30,9,0,69.0,142.0,1000.0
10_30,9,1,87.0,142.0,1000.0
10_30,9,2,70.0,142.0,1000.0
10_30,9,3,92.0,142.0,1000.0
10_30,9,4,86.0,142.0,1000.0
10_30,9,5,71.0,142.0,1000.0
10_30,9,6,85.0,142.0,1000.0
10_30,9,7,62.0,142.0,1000.0
10_30,9,8,80.0,142.0,1000.0
10_30,9,10,83.0,142.0,1000.0
10_30,10,0,76.0,192.0,1000.0
10_30,10,1,50.0,192.0,1000.0
10_30,10,2,84.0,192.0,1000.0
10_30,10,3,97.0,192.0,1000.0
10_30,10,4,50.0,192.0,1000.0
10_30,10,5,50.0,192.0,1000.0
10_30,10,6,60.0,192.0,1000.0
10_30,10,7,69.0,192.0,1000.0
10_30,10,8,59.0,192.0,1000.0
10_30,10,9,76.0,192.0,1000.0
10_31,0,1,99.0,0.0,1000.0
10_31,0,2,55.0,0.0,1000.0
10_31,0,3,86.0,0.0,1000.0
10_31,0,4,53.0,0.0,1000.0
10_31,0,5,95.0,0.0,1000.0
10_31,0,6,78.0,0.0,1000.0
10_31,0,7,66.0,0.0,1000.0
10_31,0,8,79.0,0.0,1000.0
10_31,0,9,98.0,0.0,1000.0
10_31,0,10,68.0,0.0,1000.0
10_31,1,0,53.0,167.0,1000.0
10_31,1,2,55.0,167.0,1000.0
10_31,1,3,87.0,167.0,1000.0
10_31,1,4,56.0,167.0,1000.0
10_31,1,5,97.0,167.0,1000.0
10_31,1,6,57.0,167.0,1000.0
10_31,1,7,86.0,167.0,1000.0
10_31,1,8,70.0,167.0,1000.0
10_31,1,9,97.0,167.0,1000.0
10_31,1,10,72.0,167.0,1000.0
10_31,2,0,68.0,78.0,1000.0
10_31,2,1,62.0,78.0,1000.0
10_31,2,3,71.0,78.0,1000.0
10_31,2,4,90.0,78.0,1000.0
10_31,2,5,73.0,78.0,1000.0
10_31,2,6,86.0,78.0,1000.0
10_31,2,7,69.0,78.0,1000.0
10_31,2,8,83.0,78.0,1000.0
10_31,2,9,99.0,78.0,1000.0
10_31,2,10,84.0,78.0,1000.0
10_31,3,0,63.0,72.0,1000.0
10_31,3,1,69.0,72.0,1000.0
10_31,3,2,78.0,72.0,1000.0
10_31,3,4,81.0,72.0,1000.0
10_31,3,5,77.0,72.0,1000.0
10_31,3,6,84.0,72.0,1000.0
10_31,3,7,50.0,72.0,1000.0
10_31,3,8,75.0,72.0,1000.0
10_31,3,9,88.0,72.0,1000.0
10_31,3,10,50.0,72.0,1000.0
10_31,4,0,90.0,150.0,1000.0
10_31,4,1,61.0,150.0,1000.0
10_31,4,2,77.0,150.0,1000.0
10_31,4,3,77.0,150.0,1000.0
10_31,4,5,91.0,150.0,1000.0
10_31,4,6,68.0,150.0,1000.0
10_31,4,7,55.0,150.0,1000.0
10_31,4,8,74.0,150.0,1000.0
10_31,4,9,91.0,150.0,1000.0
10_31,4,10,72.0,150.0,1000.0
10_31,5,0,63.0,90.0,1000.0
10_31,5,1,56.0,90.0,1000.0
10_31,5,2,61.0,90.0,1000.0
10_31,5,3,98.0,90.0,1000.0
10_31,5,4,79.0,90.0,1000.0
10_31,5,6,70.0,90.0,1000.0
10_31,5,7,75.0,90.0,1000.0
10_31,5,8,52.0,90.0,1000.0
10_31,5,9,55.0,90.0,1000.0
10_31,5,10,75.0,90.0,1000.0
10_31,6,0,72.0,119.0,1000.0
10_31,6,1,77.0,119.0,1000.0
10_31,6,2,70.0,119.0,1000.0
10_31,6,3,69.0,119.0,1000.0
10_31,6,4,65.0,119.0,1000.0
10_31,6,5,51.0,119.0,1000.0
10_31,6,7,87.0,119.0,1000.0
10_31,6,8,53.0,119.0,1000.0
10_31,6,9,54.0,119.0,1000.0
10_31,6,10,79.0,119.0,1000.0
10_31,7,0,60.0,96.0,1000.0
10_31,7,1,68.0,96.0,1000.0
10_31,7,2,88.0,96.0,1000.0
10_31,7,3,86.0,96.0,1000.0
10_31,7,4,78.0,96.0,1000.0
10_31,7,5,78.0,96.0,1000.0
10_31,7,6,77.0,96.0,1000.0
10_31,7,8,78.0,96.0,1000.0
10_31,7,9,54.0,96.0,1000.0
10_31,7,10,93.0,96.0,1000.0
10_31,8,0,52.0,125.0,1000.0
10_31,8,1,89.0,125.0,1000.0
10_31,8,2,51.0,125.0,1000.0
10_31,8,3,82.0,125.0,1000.0
10_31,8,4,78.0,125.0,1000.0
10_31,8,5,96.0,125.0,1000.0
10_31,8,6,86.0,125.0,1000.0
10_31,8,7,91.0,125.0,1000.0
10_31,8,9,98.0,125.0,1000.0
10_31,8,10,50.0,125.0,1000.0
10_31,9,0,94.0,167.0,1000.0
10_31,9,1,64.0,167.0,1000.0
10_31,9,2,82.0,167.0,1000.0
10_31,9,3,80.0,167.0,1000.0
10_31,9,4,75.0,167.0,1000.0
10_31,9,5,60.0,167.0,1000.0
10_31,9,6,53.0,167.0,1000.0
10_31,9,7,51.0,167.0,1000.0
10_31,9,8,89.0,167.0,1000.0
10_31,9,10,98.0,167.0,1000.0
10_31,10,0,62.0,182.0,1000.0
10_31,10,1,78.0,182.0,1000.0
10_31,10,2,85.0,182.0,1000.0
10_31,10,3,87.0,182.0,1000.0
10_31,10,4,97.0,182.0,1000.0
10_31,10,5,76.0,182.0,1000.0
10_31,10,6,99.0,182.0,1000.0
10_31,10,7,66.0,182.0,1000.0
10_31,10,8,76.0,182.0,1000.0
10_31,10,9,81.0,182.0,1000.0
10_32,0,1,81.0,0.0,1000.0
10_32,0,2,90.0,0.0,1000.0
10_32,0,3,77.0,0.0,1000.0
10_32,0,4,77.0,0.0,1000.0
10_32,0,5,73.0,0.0,1000.0
